date,region,platform,category,value_percent
2026-01-01,Portugal,Google,search_engine,66.88
2026-02-01,Portugal,Google,search_engine,67.59
2026-03-01,Portugal,Google,search_engine,73.0
2026-04-01,Portugal,Google,search_engine,69.25
2026-05-01,Portugal,Google,search_engine,67.21
2026-06-01,Portugal,Google,search_engine,68.24
2019-01-01,Portugal,Bing,search_engine,7.86
2019-02-01,Portugal,Bing,search_engine,7.82
2019-03-01,Portugal,Bing,search_engine,9.82
2019-04-01,Portugal,Bing,search_engine,5.56
2019-05-01,Portugal,Bing,search_engine,7.36
2019-06-01,Portugal,Bing,search_engine,8.15
2019-07-01,Portugal,Bing,search_engine,10.7
2019-08-01,Portugal,Bing,search_engine,6.88
2019-09-01,Portugal,Bing,search_engine,8.71
2019-10-01,Portugal,Bing,search_engine,8.43
2019-11-01,Portugal,Bing,search_engine,7.93
2019-12-01,Portugal,Bing,search_engine,7.59
2020-01-01,Portugal,Bing,search_engine,9.75
2020-02-01,Portugal,Bing,search_engine,8.5
2020-03-01,Portugal,Bing,search_engine,9.23
2020-04-01,Portugal,Bing,search_engine,6.11
2020-05-01,Portugal,Bing,search_engine,9.2
2020-06-01,Portugal,Bing,search_engine,8.3
2020-07-01,Portugal,Bing,search_engine,7.87
2020-08-01,Portugal,Bing,search_engine,10.13
2020-09-01,Portugal,Bing,search_engine,7.31
2020-10-01,Portugal,Bing,search_engine,5.79
2020-11-01,Portugal,Bing,search_engine,7.21
2020-12-01,Portugal,Bing,search_engine,5.81
2021-01-01,Portugal,Bing,search_engine,11.37
2021-02-01,Portugal,Bing,search_engine,9.32
2021-03-01,Portugal,Bing,search_engine,11.39
2021-04-01,Portugal,Bing,search_engine,9.85
2021-05-01,Portugal,Bing,search_engine,13.78
2021-06-01,Portugal,Bing,search_engine,8.84
2021-07-01,Portugal,Bing,search_engine,5.06
2021-08-01,Portugal,Bing,search_engine,7.35
2021-09-01,Portugal,Bing,search_engine,8.68
2021-10-01,Portugal,Bing,search_engine,7.65
2021-11-01,Portugal,Bing,search_engine,8.71
2021-12-01,Portugal,Bing,search_engine,7.08
2022-01-01,Portugal,Bing,search_engine,5.99
2022-02-01,Portugal,Bing,search_engine,7.57
2022-03-01,Portugal,Bing,search_engine,9.44
2022-04-01,Portugal,Bing,search_engine,10.4
2022-05-01,Portugal,Bing,search_engine,12.14
2022-06-01,Portugal,Bing,search_engine,11.65
2022-07-01,Portugal,Bing,search_engine,8.81
2022-08-01,Portugal,Bing,search_engine,8.23
2022-09-01,Portugal,Bing,search_engine,7.81
2022-10-01,Portugal,Bing,search_engine,7.22
2022-11-01,Portugal,Bing,search_engine,7.95
2022-12-01,Portugal,Bing,search_engine,7.55
2023-01-01,Portugal,Bing,search_engine,9.46
2023-02-01,Portugal,Bing,search_engine,7.62
2023-03-01,Portugal,Bing,search_engine,8.61
2023-04-01,Portugal,Bing,search_engine,10.98
2023-05-01,Portugal,Bing,search_engine,9.52
2023-06-01,Portugal,Bing,search_engine,9.29
2023-07-01,Portugal,Bing,search_engine,9.66
2023-08-01,Portugal,Bing,search_engine,6.99
2023-09-01,Portugal,Bing,search_engine,9.27
2023-10-01,Portugal,Bing,search_engine,9.01
2023-11-01,Portugal,Bing,search_engine,10.59
2023-12-01,Portugal,Bing,search_engine,5.53
2024-01-01,Portugal,Bing,search_engine,7.65
2024-02-01,Portugal,Bing,search_engine,7.93
2024-03-01,Portugal,Bing,search_engine,10.22
2024-04-01,Portugal,Bing,search_engine,9.99
2024-05-01,Portugal,Bing,search_engine,10.69
2024-06-01,Portugal,Bing,search_engine,7.86
2024-07-01,Portugal,Bing,search_engine,9.99
2024-08-01,Portugal,Bing,search_engine,11.23
2024-09-01,Portugal,Bing,search_engine,9.09
2024-10-01,Portugal,Bing,search_engine,10.01
2024-11-01,Portugal,Bing,search_engine,10.31
2024-12-01,Portugal,Bing,search_engine,10.03
2025-01-01,Portugal,Bing,search_engine,8.64
2025-02-01,Portugal,Bing,search_engine,7.32
2025-03-01,Portugal,Bing,search_engine,10.3
2025-04-01,Portugal,Bing,search_engine,11.43
2025-05-01,Portugal,Bing,search_engine,11.97
2025-06-01,Portugal,Bing,search_engine,6.65
2025-07-01,Portugal,Bing,search_engine,8.72
2025-08-01,Portugal,Bing,search_engine,8.71
2025-09-01,Portugal,Bing,search_engine,9.45
2025-10-01,Portugal,Bing,search_engine,9.92
2025-11-01,Portugal,Bing,search_engine,7.56
2025-12-01,Portugal,Bing,search_engine,10.19
2026-01-01,Portugal,Bing,search_engine,9.9
2026-02-01,Portugal,Bing,search_engine,13.74
2026-03-01,Portugal,Bing,search_engine,10.18
2026-04-01,Portugal,Bing,search_engine,7.78
2026-05-01,Portugal,Bing,search_engine,9.56
2026-06-01,Portugal,Bing,search_engine,8.02
2019-01-01,Portugal,Yahoo,search_engine,5.65
2019-02-01,Portugal,Yahoo,search_engine,5.57
2019-03-01,Portugal,Yahoo,search_engine,6.3
2019-04-01,Portugal,Yahoo,search_engine,5.5
2019-05-01,Portugal,Yahoo,search_engine,8.84
2019-06-01,Portugal,Yahoo,search_engine,6.01
2019-07-01,Portugal,Yahoo,search_engine,5.25
2019-08-01,Portugal,Yahoo,search_engine,5.92
2019-09-01,Portugal,Yahoo,search_engine,5.57
2019-10-01,Portugal,Yahoo,search_engine,5.09
2019-11-01,Portugal,Yahoo,search_engine,3.59
2019-12-01,Portugal,Yahoo,search_engine,4.28
2020-01-01,Portugal,Yahoo,search_engine,1.86
2020-02-01,Portugal,Yahoo,search_engine,6.12
2020-03-01,Portugal,Yahoo,search_engine,6.39
2020-04-01,Portugal,Yahoo,search_engine,6.69
2020-05-01,Portugal,Yahoo,search_engine,7.61
2020-06-01,Portugal,Yahoo,search_engine,6.75
2020-07-01,Portugal,Yahoo,search_engine,3.45
2020-08-01,Portugal,Yahoo,search_engine,3.73
2020-09-01,Portugal,Yahoo,search_engine,6.08
2020-10-01,Portugal,Yahoo,search_engine,3.29
2020-11-01,Portugal,Yahoo,search_engine,5.08
2020-12-01,Portugal,Yahoo,search_engine,5.99
2021-01-01,Portugal,Yahoo,search_engine,5.02
2021-02-01,Portugal,Yahoo,search_engine,8.94
2021-03-01,Portugal,Yahoo,search_engine,5.28
2021-04-01,Portugal,Yahoo,search_engine,7.58
2021-05-01,Portugal,Yahoo,search_engine,5.2
2021-06-01,Portugal,Yahoo,search_engine,5.5
2021-07-01,Portugal,Yahoo,search_engine,4.43
2021-08-01,Portugal,Yahoo,search_engine,3.88
2021-09-01,Portugal,Yahoo,search_engine,5.43
2021-10-01,Portugal,Yahoo,search_engine,4.03
2021-11-01,Portugal,Yahoo,search_engine,4.89
2021-12-01,Portugal,Yahoo,search_engine,4.34
2022-01-01,Portugal,Yahoo,search_engine,7.77
2022-02-01,Portugal,Yahoo,search_engine,4.4
2022-03-01,Portugal,Yahoo,search_engine,4.94
2022-04-01,Portugal,Yahoo,search_engine,5.27
2022-05-01,Portugal,Yahoo,search_engine,2.67
2022-06-01,Portugal,Yahoo,search_engine,5.94
2022-07-01,Portugal,Yahoo,search_engine,5.66
2022-08-01,Portugal,Yahoo,search_engine,5.91
2022-09-01,Portugal,Yahoo,search_engine,4.22
2022-10-01,Portugal,Yahoo,search_engine,6.47
2022-11-01,Portugal,Yahoo,search_engine,2.38
2022-12-01,Portugal,Yahoo,search_engine,5.35
2023-01-01,Portugal,Yahoo,search_engine,2.44
2023-02-01,Portugal,Yahoo,search_engine,4.65
2023-03-01,Portugal,Yahoo,search_engine,4.06
2023-04-01,Portugal,Yahoo,search_engine,5.92
2023-05-01,Portugal,Yahoo,search_engine,5.03
2023-06-01,Portugal,Yahoo,search_engine,4.05
2023-07-01,Portugal,Yahoo,search_engine,4.37
2023-08-01,Portugal,Yahoo,search_engine,2.82
2023-09-01,Portugal,Yahoo,search_engine,4.24
2023-10-01,Portugal,Yahoo,search_engine,4.26
2023-11-01,Portugal,Yahoo,search_engine,3.01
2023-12-01,Portugal,Yahoo,search_engine,5.15
2024-01-01,Portugal,Yahoo,search_engine,5.17
2024-02-01,Portugal,Yahoo,search_engine,3.85
2024-03-01,Portugal,Yahoo,search_engine,4.17
2024-04-01,Portugal,Yahoo,search_engine,9.41
2024-05-01,Portugal,Yahoo,search_engine,4.2
2024-06-01,Portugal,Yahoo,search_engine,3.78
2024-07-01,Portugal,Yahoo,search_engine,4.68
2024-08-01,Portugal,Yahoo,search_engine,5.94
2024-09-01,Portugal,Yahoo,search_engine,4.28
2024-10-01,Portugal,Yahoo,search_engine,7.12
2024-11-01,Portugal,Yahoo,search_engine,4.67
2024-12-01,Portugal,Yahoo,search_engine,6.66
2025-01-01,Portugal,Yahoo,search_engine,4.16
2025-02-01,Portugal,Yahoo,search_engine,5.52
2025-03-01,Portugal,Yahoo,search_engine,5.26
2025-04-01,Portugal,Yahoo,search_engine,8.09
2025-05-01,Portugal,Yahoo,search_engine,4.19
2025-06-01,Portugal,Yahoo,search_engine,6.82
2025-07-01,Portugal,Yahoo,search_engine,6.83
2025-08-01,Portugal,Yahoo,search_engine,5.16
2025-09-01,Portugal,Yahoo,search_engine,5.63
2025-10-01,Portugal,Yahoo,search_engine,5.46
2025-11-01,Portugal,Yahoo,search_engine,6.8
2025-12-01,Portugal,Yahoo,search_engine,3.6
2026-01-01,Portugal,Yahoo,search_engine,4.15
2026-02-01,Portugal,Yahoo,search_engine,3.22
2026-03-01,Portugal,Yahoo,search_engine,5.17
2026-04-01,Portugal,Yahoo,search_engine,6.96
2026-05-01,Portugal,Yahoo,search_engine,6.31
2026-06-01,Portugal,Yahoo,search_engine,3.68
2019-01-01,Portugal,DuckDuckGo,search_engine,5.78
2019-02-01,Portugal,DuckDuckGo,search_engine,4.65
2019-03-01,Portugal,DuckDuckGo,search_engine,6.49
2019-04-01,Portugal,DuckDuckGo,search_engine,9.49
2019-05-01,Portugal,DuckDuckGo,search_engine,6.31
2019-06-01,Portugal,DuckDuckGo,search_engine,3.7
2019-07-01,Portugal,DuckDuckGo,search_engine,4.13
2019-08-01,Portugal,DuckDuckGo,search_engine,4.79
2019-09-01,Portugal,DuckDuckGo,search_engine,6.07
2019-10-01,Portugal,DuckDuckGo,search_engine,3.46
2019-11-01,Portugal,DuckDuckGo,search_engine,6.04
2019-12-01,Portugal,DuckDuckGo,search_engine,4.39
2020-01-01,Portugal,DuckDuckGo,search_engine,7.22
2020-02-01,Portugal,DuckDuckGo,search_engine,6.2
2020-03-01,Portugal,DuckDuckGo,search_engine,5.37
2020-04-01,Portugal,DuckDuckGo,search_engine,5.99
2020-05-01,Portugal,DuckDuckGo,search_engine,3.4
2020-06-01,Portugal,DuckDuckGo,search_engine,8.46
2020-07-01,Portugal,DuckDuckGo,search_engine,3.81
2020-08-01,Portugal,DuckDuckGo,search_engine,6.9
2020-09-01,Portugal,DuckDuckGo,search_engine,3.76
2020-10-01,Portugal,DuckDuckGo,search_engine,3.23
2020-11-01,Portugal,DuckDuckGo,search_engine,6.28
2020-12-01,Portugal,DuckDuckGo,search_engine,5.04
2021-01-01,Portugal,DuckDuckGo,search_engine,7.42
2021-02-01,Portugal,DuckDuckGo,search_engine,7.2
2021-03-01,Portugal,DuckDuckGo,search_engine,4.87
2021-04-01,Portugal,DuckDuckGo,search_engine,4.14
2021-05-01,Portugal,DuckDuckGo,search_engine,7.31
2021-06-01,Portugal,DuckDuckGo,search_engine,4.13
2021-07-01,Portugal,DuckDuckGo,search_engine,6.55
2021-08-01,Portugal,DuckDuckGo,search_engine,8.82
2021-09-01,Portugal,DuckDuckGo,search_engine,5.06
2021-10-01,Portugal,DuckDuckGo,search_engine,5.33
2021-11-01,Portugal,DuckDuckGo,search_engine,6.17
2021-12-01,Portugal,DuckDuckGo,search_engine,4.8
2022-01-01,Portugal,DuckDuckGo,search_engine,5.72
2022-02-01,Portugal,DuckDuckGo,search_engine,1.34
2022-03-01,Portugal,DuckDuckGo,search_engine,5.97
2022-04-01,Portugal,DuckDuckGo,search_engine,6.35
2022-05-01,Portugal,DuckDuckGo,search_engine,5.77
2022-06-01,Portugal,DuckDuckGo,search_engine,4.27
2022-07-01,Portugal,DuckDuckGo,search_engine,5.75
2022-08-01,Portugal,DuckDuckGo,search_engine,6.31
2022-09-01,Portugal,DuckDuckGo,search_engine,4.11
2022-10-01,Portugal,DuckDuckGo,search_engine,4.1
2022-11-01,Portugal,DuckDuckGo,search_engine,4.89
2022-12-01,Portugal,DuckDuckGo,search_engine,7.47
2023-01-01,Portugal,DuckDuckGo,search_engine,6.29
2023-02-01,Portugal,DuckDuckGo,search_engine,5.54
2023-03-01,Portugal,DuckDuckGo,search_engine,5.74
2023-04-01,Portugal,DuckDuckGo,search_engine,8.16
2023-05-01,Portugal,DuckDuckGo,search_engine,5.3
2023-06-01,Portugal,DuckDuckGo,search_engine,6.76
2023-07-01,Portugal,DuckDuckGo,search_engine,7.44
2023-08-01,Portugal,DuckDuckGo,search_engine,3.69
2023-09-01,Portugal,DuckDuckGo,search_engine,4.43
2023-10-01,Portugal,DuckDuckGo,search_engine,4.4
2023-11-01,Portugal,DuckDuckGo,search_engine,7.74
2023-12-01,Portugal,DuckDuckGo,search_engine,7.77
2024-01-01,Portugal,DuckDuckGo,search_engine,4.5
2024-02-01,Portugal,DuckDuckGo,search_engine,8.66
2024-03-01,Portugal,DuckDuckGo,search_engine,5.2
2024-04-01,Portugal,DuckDuckGo,search_engine,3.41
2024-05-01,Portugal,DuckDuckGo,search_engine,6.07
2024-06-01,Portugal,DuckDuckGo,search_engine,4.98
2024-07-01,Portugal,DuckDuckGo,search_engine,3.88
2024-08-01,Portugal,DuckDuckGo,search_engine,4.42
2024-09-01,Portugal,DuckDuckGo,search_engine,6.6
2024-10-01,Portugal,DuckDuckGo,search_engine,4.71
2024-11-01,Portugal,DuckDuckGo,search_engine,4.61
2024-12-01,Portugal,DuckDuckGo,search_engine,5.3
2025-01-01,Portugal,DuckDuckGo,search_engine,8.69
2025-02-01,Portugal,DuckDuckGo,search_engine,7.0
2025-03-01,Portugal,DuckDuckGo,search_engine,6.01
2025-04-01,Portugal,DuckDuckGo,search_engine,6.36
2025-05-01,Portugal,DuckDuckGo,search_engine,8.55
2025-06-01,Portugal,DuckDuckGo,search_engine,8.61
2025-07-01,Portugal,DuckDuckGo,search_engine,3.44
2025-08-01,Portugal,DuckDuckGo,search_engine,6.81
2025-09-01,Portugal,DuckDuckGo,search_engine,7.5
2025-10-01,Portugal,DuckDuckGo,search_engine,7.87
2025-11-01,Portugal,DuckDuckGo,search_engine,2.82
2025-12-01,Portugal,DuckDuckGo,search_engine,6.02
2026-01-01,Portugal,DuckDuckGo,search_engine,6.97
2026-02-01,Portugal,DuckDuckGo,search_engine,6.17
2026-03-01,Portugal,DuckDuckGo,search_engine,8.23
2026-04-01,Portugal,DuckDuckGo,search_engine,8.49
2026-05-01,Portugal,DuckDuckGo,search_engine,7.04
2026-06-01,Portugal,DuckDuckGo,search_engine,6.72
2019-01-01,Portugal,Yandex,search_engine,3.28
2019-02-01,Portugal,Yandex,search_engine,2.84
2019-03-01,Portugal,Yandex,search_engine,1.65
2019-04-01,Portugal,Yandex,search_engine,4.7
2019-05-01,Portugal,Yandex,search_engine,6.3
2019-06-01,Portugal,Yandex,search_engine,5.67
2019-07-01,Portugal,Yandex,search_engine,5.47
2019-08-01,Portugal,Yandex,search_engine,2.17
2019-09-01,Portugal,Yandex,search_engine,2.78
2019-10-01,Portugal,Yandex,search_engine,5.25
2019-11-01,Portugal,Yandex,search_engine,5.83
2019-12-01,Portugal,Yandex,search_engine,4.44
2020-01-01,Portugal,Yandex,search_engine,4.11
2020-02-01,Portugal,Yandex,search_engine,6.58
2020-03-01,Portugal,Yandex,search_engine,4.86
2020-04-01,Portugal,Yandex,search_engine,4.85
2020-05-01,Portugal,Yandex,search_engine,4.3
2020-06-01,Portugal,Yandex,search_engine,3.39
2020-07-01,Portugal,Yandex,search_engine,4.33
2020-08-01,Portugal,Yandex,search_engine,3.68
2020-09-01,Portugal,Yandex,search_engine,2.32
2020-10-01,Portugal,Yandex,search_engine,3.54
2020-11-01,Portugal,Yandex,search_engine,1.82
2020-12-01,Portugal,Yandex,search_engine,3.19
2021-01-01,Portugal,Yandex,search_engine,3.66
2021-02-01,Portugal,Yandex,search_engine,5.75
2021-03-01,Portugal,Yandex,search_engine,3.23
2021-04-01,Portugal,Yandex,search_engine,4.22
2021-05-01,Portugal,Yandex,search_engine,4.52
2021-06-01,Portugal,Yandex,search_engine,2.87
2021-07-01,Portugal,Yandex,search_engine,2.71
2021-08-01,Portugal,Yandex,search_engine,2.2
2021-09-01,Portugal,Yandex,search_engine,5.65
2021-10-01,Portugal,Yandex,search_engine,2.09
2021-11-01,Portugal,Yandex,search_engine,4.58
2021-12-01,Portugal,Yandex,search_engine,2.7
2022-01-01,Portugal,Yandex,search_engine,3.89
2022-02-01,Portugal,Yandex,search_engine,6.44
2022-03-01,Portugal,Yandex,search_engine,4.14
2022-04-01,Portugal,Yandex,search_engine,5.74
2022-05-01,Portugal,Yandex,search_engine,6.27
2022-06-01,Portugal,Yandex,search_engine,3.75
2022-07-01,Portugal,Yandex,search_engine,5.66
2022-08-01,Portugal,Yandex,search_engine,5.34
2022-09-01,Portugal,Yandex,search_engine,1.67
2022-10-01,Portugal,Yandex,search_engine,3.47
2022-11-01,Portugal,Yandex,search_engine,4.6
2022-12-01,Portugal,Yandex,search_engine,5.6
2023-01-01,Portugal,Yandex,search_engine,3.7
2023-02-01,Portugal,Yandex,search_engine,4.36
2023-03-01,Portugal,Yandex,search_engine,4.98
2023-04-01,Portugal,Yandex,search_engine,5.28
2023-05-01,Portugal,Yandex,search_engine,8.01
2023-06-01,Portugal,Yandex,search_engine,5.43
2023-07-01,Portugal,Yandex,search_engine,6.56
2023-08-01,Portugal,Yandex,search_engine,4.27
2023-09-01,Portugal,Yandex,search_engine,1.26
2023-10-01,Portugal,Yandex,search_engine,1.38
2023-11-01,Portugal,Yandex,search_engine,3.17
2023-12-01,Portugal,Yandex,search_engine,3.47
2024-01-01,Portugal,Yandex,search_engine,5.4
2024-02-01,Portugal,Yandex,search_engine,5.75
2024-03-01,Portugal,Yandex,search_engine,3.78
2024-04-01,Portugal,Yandex,search_engine,5.91
2024-05-01,Portugal,Yandex,search_engine,4.98
2024-06-01,Portugal,Yandex,search_engine,5.74
2024-07-01,Portugal,Yandex,search_engine,3.29
2024-08-01,Portugal,Yandex,search_engine,5.43
2024-09-01,Portugal,Yandex,search_engine,4.23
2024-10-01,Portugal,Yandex,search_engine,6.22
2024-11-01,Portugal,Yandex,search_engine,2.49
2024-12-01,Portugal,Yandex,search_engine,6.61
2025-01-01,Portugal,Yandex,search_engine,4.66
2025-02-01,Portugal,Yandex,search_engine,3.87
2025-03-01,Portugal,Yandex,search_engine,7.55
2025-04-01,Portugal,Yandex,search_engine,4.63
2025-05-01,Portugal,Yandex,search_engine,8.12
2025-06-01,Portugal,Yandex,search_engine,5.15
2025-07-01,Portugal,Yandex,search_engine,1.82
2025-08-01,Portugal,Yandex,search_engine,3.08
2025-09-01,Portugal,Yandex,search_engine,3.54
2025-10-01,Portugal,Yandex,search_engine,4.82
2025-11-01,Portugal,Yandex,search_engine,1.67
2025-12-01,Portugal,Yandex,search_engine,5.21
2026-01-01,Portugal,Yandex,search_engine,7.5
2026-02-01,Portugal,Yandex,search_engine,4.49
2026-03-01,Portugal,Yandex,search_engine,4.57
2026-04-01,Portugal,Yandex,search_engine,5.78
2026-05-01,Portugal,Yandex,search_engine,4.19
2026-06-01,Portugal,Yandex,search_engine,3.21
2019-01-01,Portugal,Baidu,search_engine,3.88
2019-02-01,Portugal,Baidu,search_engine,0.82
2019-03-01,Portugal,Baidu,search_engine,5.64
2019-04-01,Portugal,Baidu,search_engine,3.22
2019-05-01,Portugal,Baidu,search_engine,1.28
2019-06-01,Portugal,Baidu,search_engine,2.5
2019-07-01,Portugal,Baidu,search_engine,2.17
2019-08-01,Portugal,Baidu,search_engine,5.62
2019-09-01,Portugal,Baidu,search_engine,0.83
2019-10-01,Portugal,Baidu,search_engine,2.29
2019-11-01,Portugal,Baidu,search_engine,0.98
2019-12-01,Portugal,Baidu,search_engine,3.83
2020-01-01,Portugal,Baidu,search_engine,3.05
2020-02-01,Portugal,Baidu,search_engine,4.95
2020-03-01,Portugal,Baidu,search_engine,1.72
2020-04-01,Portugal,Baidu,search_engine,4.6
2020-05-01,Portugal,Baidu,search_engine,5.44
2020-06-01,Portugal,Baidu,search_engine,3.87
2020-07-01,Portugal,Baidu,search_engine,1.82
2020-08-01,Portugal,Baidu,search_engine,1.38
2020-09-01,Portugal,Baidu,search_engine,0.5
2020-10-01,Portugal,Baidu,search_engine,4.09
2020-11-01,Portugal,Baidu,search_engine,2.97
2020-12-01,Portugal,Baidu,search_engine,3.47
2021-01-01,Portugal,Baidu,search_engine,3.78
2021-02-01,Portugal,Baidu,search_engine,3.5
2021-03-01,Portugal,Baidu,search_engine,2.42
2021-04-01,Portugal,Baidu,search_engine,4.48
2021-05-01,Portugal,Baidu,search_engine,1.55
2021-06-01,Portugal,Baidu,search_engine,4.1
2021-07-01,Portugal,Baidu,search_engine,2.19
2021-08-01,Portugal,Baidu,search_engine,2.27
2021-09-01,Portugal,Baidu,search_engine,1.85
2021-10-01,Portugal,Baidu,search_engine,3.55
2021-11-01,Portugal,Baidu,search_engine,0.74
2021-12-01,Portugal,Baidu,search_engine,3.92
2022-01-01,Portugal,Baidu,search_engine,4.2
2022-02-01,Portugal,Baidu,search_engine,5.73
2022-03-01,Portugal,Baidu,search_engine,3.47
2022-04-01,Portugal,Baidu,search_engine,2.6
2022-05-01,Portugal,Baidu,search_engine,5.09
2022-06-01,Portugal,Baidu,search_engine,1.38
2022-07-01,Portugal,Baidu,search_engine,2.04
2022-08-01,Portugal,Baidu,search_engine,1.17
2022-09-01,Portugal,Baidu,search_engine,3.63
2022-10-01,Portugal,Baidu,search_engine,2.82
2022-11-01,Portugal,Baidu,search_engine,4.19
2022-12-01,Portugal,Baidu,search_engine,4.36
2023-01-01,Portugal,Baidu,search_engine,3.39
2023-02-01,Portugal,Baidu,search_engine,3.35
2023-03-01,Portugal,Baidu,search_engine,2.08
2023-04-01,Portugal,Baidu,search_engine,4.26
2023-05-01,Portugal,Baidu,search_engine,2.28
2023-06-01,Portugal,Baidu,search_engine,4.83
2023-07-01,Portugal,Baidu,search_engine,0.97
2023-08-01,Portugal,Baidu,search_engine,3.27
2023-09-01,Portugal,Baidu,search_engine,3.87
2023-10-01,Portugal,Baidu,search_engine,0.5
2023-11-01,Portugal,Baidu,search_engine,3.62
2023-12-01,Portugal,Baidu,search_engine,4.36
2024-01-01,Portugal,Baidu,search_engine,2.82
2024-02-01,Portugal,Baidu,search_engine,2.69
2024-03-01,Portugal,Baidu,search_engine,4.82
2024-04-01,Portugal,Baidu,search_engine,2.23
2024-05-01,Portugal,Baidu,search_engine,5.45
2024-06-01,Portugal,Baidu,search_engine,3.0
2024-07-01,Portugal,Baidu,search_engine,2.37
2024-08-01,Portugal,Baidu,search_engine,0.83
2024-09-01,Portugal,Baidu,search_engine,1.73
2024-10-01,Portugal,Baidu,search_engine,1.31
2024-11-01,Portugal,Baidu,search_engine,2.09
2024-12-01,Portugal,Baidu,search_engine,3.07
2025-01-01,Portugal,Baidu,search_engine,2.79
2025-02-01,Portugal,Baidu,search_engine,0.5
2025-03-01,Portugal,Baidu,search_engine,2.77
2025-04-01,Portugal,Baidu,search_engine,2.69
2025-05-01,Portugal,Baidu,search_engine,6.05
2025-06-01,Portugal,Baidu,search_engine,3.88
2025-07-01,Portugal,Baidu,search_engine,5.07
2025-08-01,Portugal,Baidu,search_engine,3.86
