date,region,platform,category,value_percent
2020-03-01,Portugal,Opera,browser,1.61
2020-04-01,Portugal,Opera,browser,3.25
2020-05-01,Portugal,Opera,browser,3.85
2020-06-01,Portugal,Opera,browser,2.87
2020-07-01,Portugal,Opera,browser,2.75
2020-08-01,Portugal,Opera,browser,4.87
2020-09-01,Portugal,Opera,browser,3.64
2020-10-01,Portugal,Opera,browser,0.87
2020-11-01,Portugal,Opera,browser,3.69
2020-12-01,Portugal,Opera,browser,3.06
2021-01-01,Portugal,Opera,browser,3.95
2021-02-01,Portugal,Opera,browser,5.76
2021-03-01,Portugal,Opera,browser,5.85
2021-04-01,Portugal,Opera,browser,5.81
2021-05-01,Portugal,Opera,browser,2.9
2021-06-01,Portugal,Opera,browser,7.68
2021-07-01,Portugal,Opera,browser,6.81
2021-08-01,Portugal,Opera,browser,3.93
2021-09-01,Portugal,Opera,browser,6.32
2021-10-01,Portugal,Opera,browser,4.72
2021-11-01,Portugal,Opera,browser,5.54
2021-12-01,Portugal,Opera,browser,3.4
2022-01-01,Portugal,Opera,browser,4.14
2022-02-01,Portugal,Opera,browser,2.39
2022-03-01,Portugal,Opera,browser,3.79
2022-04-01,Portugal,Opera,browser,6.65
2022-05-01,Portugal,Opera,browser,3.78
2022-06-01,Portugal,Opera,browser,5.72
2022-07-01,Portugal,Opera,browser,2.85
2022-08-01,Portugal,Opera,browser,3.43
2022-09-01,Portugal,Opera,browser,4.74
2022-10-01,Portugal,Opera,browser,2.97
2022-11-01,Portugal,Opera,browser,6.87
2022-12-01,Portugal,Opera,browser,3.62
2023-01-01,Portugal,Opera,browser,0.5
2023-02-01,Portugal,Opera,browser,6.0
2023-03-01,Portugal,Opera,browser,4.21
2023-04-01,Portugal,Opera,browser,6.95
2023-05-01,Portugal,Opera,browser,3.31
2023-06-01,Portugal,Opera,browser,4.48
2023-07-01,Portugal,Opera,browser,5.11
2023-08-01,Portugal,Opera,browser,4.51
2023-09-01,Portugal,Opera,browser,2.88
2023-10-01,Portugal,Opera,browser,6.82
2023-11-01,Portugal,Opera,browser,4.57
2023-12-01,Portugal,Opera,browser,4.54
2024-01-01,Portugal,Opera,browser,7.67
2024-02-01,Portugal,Opera,browser,2.96
2024-03-01,Portugal,Opera,browser,4.0
2024-04-01,Portugal,Opera,browser,2.76
2024-05-01,Portugal,Opera,browser,6.86
2024-06-01,Portugal,Opera,browser,1.86
2024-07-01,Portugal,Opera,browser,3.19
2024-08-01,Portugal,Opera,browser,3.47
2024-09-01,Portugal,Opera,browser,4.01
2024-10-01,Portugal,Opera,browser,5.38
2024-11-01,Portugal,Opera,browser,6.32
2024-12-01,Portugal,Opera,browser,3.58
2025-01-01,Portugal,Opera,browser,5.12
2025-02-01,Portugal,Opera,browser,6.96
2025-03-01,Portugal,Opera,browser,3.73
2025-04-01,Portugal,Opera,browser,3.28
2025-05-01,Portugal,Opera,browser,5.22
2025-06-01,Portugal,Opera,browser,4.76
2025-07-01,Portugal,Opera,browser,3.61
2025-08-01,Portugal,Opera,browser,4.41
2025-09-01,Portugal,Opera,browser,7.83
2025-10-01,Portugal,Opera,browser,4.92
2025-11-01,Portugal,Opera,browser,5.67
2025-12-01,Portugal,Opera,browser,6.41
2026-01-01,Portugal,Opera,browser,3.94
2026-02-01,Portugal,Opera,browser,5.36
2026-03-01,Portugal,Opera,browser,8.08
2026-04-01,Portugal,Opera,browser,1.99
2026-05-01,Portugal,Opera,browser,2.42
2026-06-01,Portugal,Opera,browser,3.53
2019-01-01,United States,Chrome,browser,55.76
2019-02-01,United States,Chrome,browser,57.76
2019-03-01,United States,Chrome,browser,60.19
2019-04-01,United States,Chrome,browser,57.61
2019-05-01,United States,Chrome,browser,59.03
2019-06-01,United States,Chrome,browser,55.7
2019-07-01,United States,Chrome,browser,53.74
2019-08-01,United States,Chrome,browser,53.28
2019-09-01,United States,Chrome,browser,50.89
2019-10-01,United States,Chrome,browser,52.67
2019-11-01,United States,Chrome,browser,51.02
2019-12-01,United States,Chrome,browser,52.82
2020-01-01,United States,Chrome,browser,52.28
2020-02-01,United States,Chrome,browser,55.04
2020-03-01,United States,Chrome,browser,57.59
2020-04-01,United States,Chrome,browser,60.43
2020-05-01,United States,Chrome,browser,56.74
2020-06-01,United States,Chrome,browser,58.82
2020-07-01,United States,Chrome,browser,52.68
2020-08-01,United States,Chrome,browser,51.0
2020-09-01,United States,Chrome,browser,50.62
2020-10-01,United States,Chrome,browser,50.03
2020-11-01,United States,Chrome,browser,49.89
2020-12-01,United States,Chrome,browser,53.04
2021-01-01,United States,Chrome,browser,55.41
2021-02-01,United States,Chrome,browser,54.78
2021-03-01,United States,Chrome,browser,55.95
2021-04-01,United States,Chrome,browser,60.0
2021-05-01,United States,Chrome,browser,57.81
2021-06-01,United States,Chrome,browser,55.83
2021-07-01,United States,Chrome,browser,54.29
2021-08-01,United States,Chrome,browser,51.87
2021-09-01,United States,Chrome,browser,50.13
2021-10-01,United States,Chrome,browser,50.7
2021-11-01,United States,Chrome,browser,49.27
2021-12-01,United States,Chrome,browser,53.24
2022-01-01,United States,Chrome,browser,53.06
2022-02-01,United States,Chrome,browser,57.86
2022-03-01,United States,Chrome,browser,55.15
2022-04-01,United States,Chrome,browser,57.41
2022-05-01,United States,Chrome,browser,60.85
2022-06-01,United States,Chrome,browser,56.39
2022-07-01,United States,Chrome,browser,51.72
2022-08-01,United States,Chrome,browser,52.08
2022-09-01,United States,Chrome,browser,49.19
2022-10-01,United States,Chrome,browser,50.2
